id;abc;fm;to;capacity;zona;stat;oper;region;area;ts
0;996;0960000;0999999;40000;2;mg;ООО "Скартел";Смоленская обл.;Смоленская область;7701725181;2025-05-01 12:46:22
0;996;1000000;1089999;90000;3;mg;ООО "Скартел";Республика Башкортостан;Республика Башкортостан;7701725181;2025-05-01 12:46:22
0;996;1090000;1099999;10000;5;mg;ООО "Скартел";Республика Бурятия;Республика Бурятия;7701725181;2025-05-01 12:46:22
0;996;1100000;1109999;10000;3;mg;ООО "Скартел";Республика Калмыкия;Республика Калмыкия;7701725181;2025-05-01 12:46:22
0;996;1110000;1129999;20000;3;mg;ООО "Скартел";Республика Карелия;Республика Карелия;7701725181;2025-05-01 12:46:22
0;996;1130000;1149999;20000;3;mg;ООО "Скартел";Республика Коми;Республика Коми;7701725181;2025-05-01 12:46:22
0;996;1150000;1179999;30000;3;mg;ООО "Скартел";Республика Марий Эл;Республика Марий Эл;7701725181;2025-05-01 12:46:22
0;996;1180000;1199999;20000;2;mg;ООО "Скартел";Республика Мордовия;Республика Мордовия;7701725181;2025-05-01 12:46:22
0;996;1200000;1209999;10000;5;mg;ООО "Скартел";Республика Саха /Якутия/;Республика Саха (Якутия);7701725181;2025-05-01 12:46:22
0;996;1210000;1259999;50000;3;mg;ООО "Скартел";Республика Татарстан;Республика Татарстан;7701725181;2025-05-01 12:46:22
0;996;1260000;1269999;10000;5;mg;ООО "Скартел";Республика Хакасия;Республика Хакасия;7701725181;2025-05-01 12:46:22
0;996;1270000;1279999;10000;3;mg;ООО "Скартел";Ростовская обл.;Ростовская область;7701725181;2025-05-01 12:46:22
0;996;1280000;1299999;20000;3;mg;ООО "Скартел";Саратовская обл.;Саратовская область;7701725181;2025-05-01 12:46:22
0;996;1300000;1309999;10000;4;mg;ООО "Скартел";Свердловская обл.;Свердловская область;7701725181;2025-05-01 12:46:22
0;996;1310000;1319999;10000;2;mg;ООО "Скартел";Тамбовская область;Тамбовская область;7701725181;2025-05-01 12:46:22
0;996;1320000;1329999;10000;5;mg;ООО "СКАРТЕЛ";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;1330000;1379999;50000;2;mg;ООО "Скартел";Тверская обл.;Тверская область;7701725181;2025-05-01 12:46:22
0;996;1380000;1389999;10000;2;mg;ООО "Скартел";Чувашская Республика;Чувашская Республика - Чувашия;7701725181;2025-05-01 12:46:22
0;996;1390000;1399999;10000;2;mg;ООО "СКАРТЕЛ";Ивановская обл.;Ивановская область;7701725181;2025-05-01 12:46:22
0;996;1400000;1499999;100000;4;mg;ООО "Т2 Мобайл";Курганская обл.;Курганская область;7743895280;2025-05-01 12:46:22
0;996;1500000;1599999;100000;3;mg;ООО "Т2 МОБАЙЛ";Ульяновская обл.;Ульяновская область;7743895280;2025-05-01 12:46:22
0;996;1600000;1699999;100000;2;mg;ООО "Т2 Мобайл";Орловская обл.;Орловская область;7743895280;2025-05-01 12:46:22
0;996;1700000;1899999;200000;4;mg;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280;2025-05-01 12:46:22
0;996;1900000;1999999;100000;2;mg;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280;2025-05-01 12:46:22
0;996;2000000;2049999;50000;3;mg;ООО "Т2 Мобайл";Саратовская обл.;Саратовская область;7743895280;2025-05-01 12:46:22
0;996;2050000;2069999;20000;4;mg;ООО "Скартел";Томская обл.;Томская область;7701725181;2025-05-01 12:46:22
0;996;2070000;2089999;20000;3;mg;ООО "СКАРТЕЛ";Самарская обл.;Самарская область;7701725181;2025-05-01 12:46:22
0;996;2090000;2099999;10000;4;mg;ООО "Скартел";Томская обл.;Томская область;7701725181;2025-05-01 12:46:22
0;996;2100000;2129999;30000;4;mg;ООО "Скартел";Тюменская обл.;Тюменская область;7701725181;2025-05-01 12:46:22
0;996;2130000;2149999;20000;3;mg;ООО "Скартел";Самарская обл.;Самарская область;7701725181;2025-05-01 12:46:22
0;996;2150000;2159999;10000;4;mg;ООО "Скартел";Тюменская обл.;Тюменская область;7701725181;2025-05-01 12:46:22
0;996;2160000;2189999;30000;3;mg;ООО "Скартел";Удмуртская Республика;Удмуртская Республика;7701725181;2025-05-01 12:46:22
0;996;2190000;2229999;40000;3;mg;ООО "Скартел";Ульяновская обл.;Ульяновская область;7701725181;2025-05-01 12:46:22
0;996;2230000;2249999;20000;4;mg;ООО "Скартел";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7701725181;2025-05-01 12:46:22
0;996;2250000;2269999;20000;5;mg;ООО "СКАРТЕЛ";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;2270000;2279999;10000;4;mg;ООО "Скартел";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7701725181;2025-05-01 12:46:22
0;996;2280000;2379999;100000;4;mg;ООО "Скартел";Челябинская обл.;Челябинская область;7701725181;2025-05-01 12:46:22
0;996;2380000;2439999;60000;2;mg;ООО "Скартел";Ярославская обл.;Ярославская область;7701725181;2025-05-01 12:46:22
0;996;2440000;2449999;10000;4;mg;ООО "Скартел";Мурманская обл.;Мурманская область;7701725181;2025-05-01 12:46:22
0;996;2450000;2459999;10000;2;mg;ООО "Скартел";Новгородская обл.;Новгородская область;7701725181;2025-05-01 12:46:22
0;996;2460000;2469999;10000;2;mg;ООО "Скартел";Орловская обл.;Орловская область;7701725181;2025-05-01 12:46:22
0;996;2470000;2489999;20000;2;mg;ООО "Скартел";Пензенская обл.;Пензенская область;7701725181;2025-05-01 12:46:22
0;996;2490000;2499999;10000;3;mg;ООО "Скартел";Пермский край;Пермский край;7701725181;2025-05-01 12:46:22
0;996;2500000;2509999;10000;3;mg;ООО "Скартел";Псковская обл.;Псковская область;7701725181;2025-05-01 12:46:22
0;996;2510000;2519999;10000;3;mg;ООО "СКАРТЕЛ";Ростовская обл.;Ростовская область;7701725181;2025-05-01 12:46:22
0;996;2520000;2529999;10000;4;mg;ООО "Скартел";Республика Адыгея;Республика Адыгея;7701725181;2025-05-01 12:46:22
0;996;2530000;2549999;20000;5;mg;ООО "Скартел";Республика Алтай;Республика Алтай;7701725181;2025-05-01 12:46:22
0;996;2550000;2569999;20000;3;mg;ООО "Скартел";Республика Башкортостан;Республика Башкортостан;7701725181;2025-05-01 12:46:22
0;996;2570000;2589999;20000;4;mg;ООО "Скартел";Республика Ингушетия;Республика Ингушетия;7701725181;2025-05-01 12:46:22
0;996;2590000;2599999;10000;3;mg;ООО "Скартел";Республика Калмыкия;Республика Калмыкия;7701725181;2025-05-01 12:46:22
0;996;2600000;2609999;10000;3;mg;ООО "Скартел";Республика Карелия;Республика Карелия;7701725181;2025-05-01 12:46:22
0;996;2610000;2619999;10000;3;mg;ООО "Скартел";Республика Коми;Республика Коми;7701725181;2025-05-01 12:46:22
0;996;2620000;2629999;10000;4;mg;ООО "Скартел";Республика Северная Осетия - Алания;Республика Северная Осетия - Алания;7701725181;2025-05-01 12:46:22
0;996;2630000;2639999;10000;5;mg;ООО "Скартел";Республика Тыва;Республика Тыва;7701725181;2025-05-01 12:46:22
0;996;2640000;2649999;10000;5;mg;ООО "Скартел";Республика Хакасия;Республика Хакасия;7701725181;2025-05-01 12:46:22
0;996;2650000;2689999;40000;3;mg;ООО "Скартел";Саратовская обл.;Саратовская область;7701725181;2025-05-01 12:46:22
0;996;2690000;2699999;10000;6;mg;ООО "Скартел";Сахалинская обл.;Сахалинская область;7701725181;2025-05-01 12:46:22
0;996;2700000;2709999;10000;2;mg;ООО "Скартел";Тверская обл.;Тверская область;7701725181;2025-05-01 12:46:22
0;996;2710000;2719999;10000;2;mg;ООО "Скартел";Тульская обл.;Тульская область;7701725181;2025-05-01 12:46:22
0;996;2720000;2729999;10000;5;mg;ООО "СКАРТЕЛ";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;2730000;2739999;10000;4;mg;ООО "Скартел";Ямало-Ненецкий АО;Ямало-Ненецкий автономный округ;7701725181;2025-05-01 12:46:22
0;996;2740000;2759999;20000;4;mg;ООО "Скартел";Астраханская обл.;Астраханская область;7701725181;2025-05-01 12:46:22
0;996;2760000;2762999;3000;3;mg;ООО "СКАРТЕЛ";Архангельская область и Ненецкий автономный округ;Архангельская область, Ненецкий автономный округ;7701725181;2025-05-01 12:46:22
0;996;2763000;2769999;7000;4;mg;ООО "Скартел";Астраханская обл.;Астраханская область;7701725181;2025-05-01 12:46:22
0;996;2770000;2809999;40000;5;mg;ООО "Скартел";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;2810000;2829999;20000;2;mg;ООО "Скартел";Ивановская обл.;Ивановская область;7701725181;2025-05-01 12:46:22
0;996;2830000;2839999;10000;2;mg;ООО "СКАРТЕЛ";Нижегородская обл.;Нижегородская область;7701725181;2025-05-01 12:46:22
0;996;2840000;2849999;10000;4;mg;ООО "Скартел";Курганская обл.;Курганская область;7701725181;2025-05-01 12:46:22
0;996;2850000;2859999;10000;3;mg;ООО "СКАРТЕЛ";Республика Башкортостан;Республика Башкортостан;7701725181;2025-05-01 12:46:22
0;996;2860000;2869999;10000;4;mg;ООО "Скартел";Оренбургская обл.;Оренбургская область;7701725181;2025-05-01 12:46:22
0;996;2870000;2899999;30000;3;mg;ООО "Скартел";Пермский край;Пермский край;7701725181;2025-05-01 12:46:22
0;996;2900000;2949999;50000;3;mg;ООО "Скартел";Республика Башкортостан;Республика Башкортостан;7701725181;2025-05-01 12:46:22
0;996;2950000;2969999;20000;2;mg;ООО "Скартел";Тверская обл.;Тверская область;7701725181;2025-05-01 12:46:22
0;996;2970000;2989999;20000;3;mg;ООО "Скартел";Республика Удмуртская;Удмуртская Республика;7701725181;2025-05-01 12:46:22
0;996;2990000;2995999;6000;3;mg;ООО "ЭКСПРЕСС МОБАЙЛ";Ростовская обл.;Ростовская область;6163225548;2025-05-01 12:46:22
0;996;2996000;2996999;1000;3;mg;ООО "МИАТЕЛ";г. Санкт-Петербург и Ленинградская область;Ленинградская область, Город Санкт-Петербург;7841482919;2025-05-01 12:46:22
0;996;2997000;2997999;1000;0;vz;ООО "МИАТЕЛ";Москва и Московская область;Город Москва, Московская область;7841482919;2025-05-01 12:46:22
0;996;2998000;2998499;500;3;mg;ООО "ГАЗПРОМ ТЕЛЕКОМ";Волгоградская обл.;Волгоградская область;7740000020;2025-05-01 12:46:22
0;996;2998500;2998999;500;2;mg;ООО "ГАЗПРОМ ТЕЛЕКОМ";Липецкая обл.;Липецкая область;7740000020;2025-05-01 12:46:22
0;996;2999000;2999999;1000;3;mg;ООО "Т2 Мобайл";Саратовская обл.;Саратовская область;7743895280;2025-05-01 12:46:22
0;996;3000000;3029999;30000;3;mg;ООО "Т2 Мобайл";Республика Башкортостан;Республика Башкортостан;7743895280;2025-05-01 12:46:22
0;996;3030000;3049999;20000;4;mg;ООО "Скартел";Алтайский край;Алтайский край;7701725181;2025-05-01 12:46:22
0;996;3050000;3069999;20000;4;mg;ООО "Скартел";Астраханская обл.;Астраханская область;7701725181;2025-05-01 12:46:22
0;996;3070000;3089999;20000;2;mg;ООО "Скартел";Белгородская обл.;Белгородская область;7701725181;2025-05-01 12:46:22
0;996;3090000;3099999;10000;2;mg;ООО "Скартел";Вологодская обл.;Вологодская область;7701725181;2025-05-01 12:46:22
0;996;3100000;3109999;10000;6;mg;ООО "Скартел";Еврейская автономная обл.;Еврейская автономная область;7701725181;2025-05-01 12:46:22
0;996;3110000;3149999;40000;5;mg;ООО "Скартел";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;3150000;3179999;30000;5;mg;ООО "Скартел";Республика Саха /Якутия/;Республика Саха (Якутия);7701725181;2025-05-01 12:46:22
0;996;3180000;3189999;10000;5;mg;ООО "СКАРТЕЛ";Красноярский край;Красноярский край;7701725181;2025-05-01 12:46:22
0;996;3190000;3199999;10000;5;mg;ООО "Скартел";Республика Саха /Якутия/;Республика Саха (Якутия);7701725181;2025-05-01 12:46:22
0;996;3200000;3229999;30000;4;mg;ООО "Скартел";Тюменская обл.;Тюменская область;7701725181;2025-05-01 12:46:22
0;996;3230000;3259999;30000;3;mg;ООО "Скартел";Пермский край;Пермский край;7701725181;2025-05-01 12:46:22
0;996;3260000;3299999;40000;4;mg;ООО "Скартел";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7701725181;2025-05-01 12:46:22
0;996;3300000;3309999;10000;4;mg;ООО "Скартел";Кабардино-Балкарская Республика;Кабардино-Балкарская Республика;7701725181;2025-05-01 12:46:22
0;996;3310000;3349999;40000;4;mg;ООО "Скартел";Кемеровская обл.;Кемеровская область - Кузбасс;7701725181;2025-05-01 12:46:22
0;996;3350000;3379999;30000;3;mg;ООО "Скартел";Республика Татарстан;Республика Татарстан;7701725181;2025-05-01 12:46:22
0;996;3380000;3399999;20000;5;mg;ООО "Скартел";Республика Тыва;Республика Тыва;7701725181;2025-05-01 12:46:22
0;996;3400000;3409999;10000;2;mg;ООО "СКАРТЕЛ";Воронежская обл.;Воронежская область;7701725181;2025-05-01 12:46:22
0;996;3410000;3429999;20000;3;mg;ООО "Скартел";Самарская обл.;Самарская область;7701725181;2025-05-01 12:46:22
0;996;3430000;3459999;30000;6;mg;ООО "Скартел";Сахалинская обл.;Сахалинская область;7701725181;2025-05-01 12:46:22
0;996;3460000;3469999;10000;2;mg;ООО "Скартел";Смоленская обл.;Смоленская область;7701725181;2025-05-01 12:46:22
0;996;3470000;3479999;10000;2;mg;ООО "Скартел";Тверская обл.;Тверская область;7701725181;2025-05-01 12:46:22
0;996;3480000;3489999;10000;4;mg;ООО "Скартел";Мурманская обл.;Мурманская область;7701725181;2025-05-01 12:46:22
0;996;3490000;3499999;10000;2;mg;ООО "Скартел";Орловская обл.;Орловская область;7701725181;2025-05-01 12:46:22
0;996;3500000;3509999;10000;5;mg;ООО "Скартел";Республика Бурятия;Республика Бурятия;7701725181;2025-05-01 12:46:22
0;996;3510000;3529999;20000;4;mg;ООО "Скартел";Республика Дагестан;Республика Дагестан;7701725181;2025-05-01 12:46:22
0;996;3530000;3539999;10000;3;mg;ООО "Скартел";Республика Калмыкия;Республика Калмыкия;7701725181;2025-05-01 12:46:22
0;996;3540000;3549999;10000;2;mg;ООО "Скартел";Ивановская обл.;Ивановская область;7701725181;2025-05-01 12:46:22
0;996;3550000;3559999;10000;4;mg;ООО "Скартел";Ямало-Ненецкий АО;Ямало-Ненецкий автономный округ;7701725181;2025-05-01 12:46:22
0;996;3560000;3579999;20000;3;mg;ООО "Скартел";Волгоградская обл.;Волгоградская область;7701725181;2025-05-01 12:46:22
0;996;3580000;3589999;10000;2;mg;ООО "Скартел";Калужская обл.;Калужская область;7701725181;2025-05-01 12:46:22
0;996;3590000;3599999;10000;5;mg;ООО "Скартел";Республика Бурятия;Республика Бурятия;7701725181;2025-05-01 12:46:22
0;996;3600000;3689999;90000;0;vz;ООО "Скартел";г. Москва и Московская область;Город Москва, Московская область;7701725181;2025-05-01 12:46:22
0;996;3690000;3699999;10000;0;vz;ООО "Скартел";г. Москва * Московская область;Город Москва, Московская область;7701725181;2025-05-01 12:46:22
0;996;3700000;3719999;20000;5;mg;ООО "Скартел";Иркутская обл.;Иркутская область;7701725181;2025-05-01 12:46:22
0;996;3720000;3729999;10000;5;mg;ООО "СКАРТЕЛ";Красноярский край;Красноярский край;7701725181;2025-05-01 12:46:22
0;996;3730000;3739999;10000;4;mg;ООО "Скартел";Челябинская обл.;Челябинская область;7701725181;2025-05-01 12:46:22
0;996;3740000;3749999;10000;5;mg;ООО "Скартел";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;3750000;3759999;10000;3;mg;ООО "СКАРТЕЛ";Республика Башкортостан;Республика Башкортостан;7701725181;2025-05-01 12:46:22
0;996;3760000;3829999;70000;4;mg;ООО "Скартел";Новосибирская обл.;Новосибирская область;7701725181;2025-05-01 12:46:22
0;996;3830000;3879999;50000;6;mg;ООО "Скартел";Амурская обл.;Амурская область;7701725181;2025-05-01 12:46:22
0;996;3880000;3909999;30000;6;mg;ООО "Скартел";Хабаровский край;Хабаровский край;7701725181;2025-05-01 12:46:22
0;996;3910000;3929999;20000;3;mg;ООО "СКАРТЕЛ";Республика Марий Эл;Республика Марий Эл;7701725181;2025-05-01 12:46:22
0;996;3930000;3939999;10000;6;mg;ООО "Скартел";Хабаровский край;Хабаровский край;7701725181;2025-05-01 12:46:22
0;996;3940000;3999999;60000;4;mg;ООО "Скартел";Омская обл.;Омская область;7701725181;2025-05-01 12:46:22
0;996;4000000;4049999;50000;3;mg;ООО "Скартел";Республика Башкортостан;Республика Башкортостан;7701725181;2025-05-01 12:46:22
0;996;4050000;4109999;60000;3;mg;ООО "Скартел";Краснодарский край;Краснодарский край;7701725181;2025-05-01 12:46:22
0;996;4110000;4159999;50000;4;mg;ООО "Скартел";Кемеровская обл.;Кемеровская область - Кузбасс;7701725181;2025-05-01 12:46:22
0;996;4160000;4189999;30000;4;mg;ООО "Скартел";Ставропольский край;Ставропольский край;7701725181;2025-05-01 12:46:22
0;996;4190000;4229999;40000;4;mg;ООО "Скартел";Республика Дагестан;Республика Дагестан;7701725181;2025-05-01 12:46:22
0;996;4230000;4269999;40000;6;mg;ООО "Скартел";Приморский край;Приморский край;7701725181;2025-05-01 12:46:22
0;996;4270000;4309999;40000;5;mg;ООО "Скартел";Красноярский край;Красноярский край;7701725181;2025-05-01 12:46:22
0;996;4310000;4349999;40000;2;mg;ООО "Скартел";Тульская обл.;Тульская область;7701725181;2025-05-01 12:46:22
0;996;4350000;4379999;30000;5;mg;ООО "Скартел";Иркутская обл.;Иркутская область;7701725181;2025-05-01 12:46:22
0;996;4380000;4409999;30000;3;mg;ООО "Скартел";Ростовская обл.;Ростовская область;7701725181;2025-05-01 12:46:22
0;996;4410000;4439999;30000;2;mg;ООО "Скартел";Владимирская обл.;Владимирская область;7701725181;2025-05-01 12:46:22
0;996;4440000;4469999;30000;4;mg;ООО "Скартел";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7701725181;2025-05-01 12:46:22
0;996;4470000;4499999;30000;2;mg;ООО "Скартел";Брянская обл.;Брянская область;7701725181;2025-05-01 12:46:22
0;996;4500000;4529999;30000;2;mg;ООО "Скартел";Воронежская обл.;Воронежская область;7701725181;2025-05-01 12:46:22
0;996;4530000;4539999;10000;5;mg;ООО "Скартел";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;4540000;4549999;10000;3;mg;ООО "СКАРТЕЛ";Ростовская обл.;Ростовская область;7701725181;2025-05-01 12:46:22
0;996;4550000;4599999;50000;4;mg;ООО "Скартел";Алтайский край;Алтайский край;7701725181;2025-05-01 12:46:22
0;996;4600000;4629999;30000;6;mg;ООО "Скартел";Амурская обл.;Амурская область;7701725181;2025-05-01 12:46:22
0;996;4630000;4639999;10000;3;mg;ООО "Скартел";Архангельская область и Ненецкий автономный округ;Архангельская область, Ненецкий автономный округ;7701725181;2025-05-01 12:46:22
0;996;4640000;4649999;10000;3;mg;ООО "СКАРТЕЛ";Удмуртская Республика;Удмуртская Республика;7701725181;2025-05-01 12:46:22
0;996;4650000;4659999;10000;3;mg;ООО "Скартел";Архангельская область и Ненецкий автономный округ;Архангельская область, Ненецкий автономный округ;7701725181;2025-05-01 12:46:22
0;996;4660000;4679999;20000;3;mg;ООО "СКАРТЕЛ";Удмуртская Республика;Удмуртская Республика;7701725181;2025-05-01 12:46:22
0;996;4680000;4689999;10000;3;mg;ООО "Скартел";Архангельская область и Ненецкий автономный округ;Архангельская область, Ненецкий автономный округ;7701725181;2025-05-01 12:46:22
0;996;4690000;4729999;40000;4;mg;ООО "Скартел";Астраханская обл.;Астраханская область;7701725181;2025-05-01 12:46:22
0;996;4730000;4749999;20000;2;mg;ООО "Скартел";Белгородская обл.;Белгородская область;7701725181;2025-05-01 12:46:22
0;996;4750000;4779999;30000;2;mg;ООО "Скартел";Брянская обл.;Брянская область;7701725181;2025-05-01 12:46:22
0;996;4780000;4789999;10000;2;mg;ООО "Скартел";Владимирская обл.;Владимирская область;7701725181;2025-05-01 12:46:22
0;996;4790000;4799999;10000;5;mg;ООО "СКАРТЕЛ";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;4800000;4819999;20000;2;mg;ООО "Скартел";Владимирская обл.;Владимирская область;7701725181;2025-05-01 12:46:22
0;996;4820000;4859999;40000;3;mg;ООО "Скартел";Волгоградская обл.;Волгоградская область;7701725181;2025-05-01 12:46:22
0;996;4860000;4889999;30000;2;mg;ООО "СКАРТЕЛ";Ярославская обл.;Ярославская область;7701725181;2025-05-01 12:46:22
0;996;4890000;4929999;40000;3;mg;ООО "Скартел";Волгоградская обл.;Волгоградская область;7701725181;2025-05-01 12:46:22
0;996;4930000;4939999;10000;2;mg;ООО "Скартел";Вологодская обл.;Вологодская область;7701725181;2025-05-01 12:46:22
0;996;4940000;4949999;10000;4;mg;ООО "СКАРТЕЛ";Свердловская обл.;Свердловская область;7701725181;2025-05-01 12:46:22
0;996;4950000;4969999;20000;2;mg;ООО "Скартел";Вологодская обл.;Вологодская область;7701725181;2025-05-01 12:46:22
0;996;4970000;4999999;30000;3;mg;ООО "Скартел";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7701725181;2025-05-01 12:46:22
0;996;5000000;5019999;20000;4;mg;ООО "Скартел";Алтайский край;Алтайский край;7701725181;2025-05-01 12:46:22
0;996;5020000;5039999;20000;3;mg;ООО "Скартел";Архангельская область и Ненецкий автономный округ;Архангельская область, Ненецкий автономный округ;7701725181;2025-05-01 12:46:22
0;996;5040000;5059999;20000;4;mg;ООО "Скартел";Астраханская обл.;Астраханская область;7701725181;2025-05-01 12:46:22
0;996;5060000;5069999;10000;2;mg;ООО "Скартел";Белгородская обл.;Белгородская область;7701725181;2025-05-01 12:46:22
0;996;5070000;5079999;10000;2;mg;ООО "Скартел";Брянская обл.;Брянская область;7701725181;2025-05-01 12:46:22
0;996;5080000;5089999;10000;2;mg;ООО "Скартел";Владимирская обл.;Владимирская область;7701725181;2025-05-01 12:46:22
0;996;5090000;5119999;30000;3;mg;ООО "Скартел";Волгоградская обл.;Волгоградская область;7701725181;2025-05-01 12:46:22
0;996;5120000;5139999;20000;2;mg;ООО "Скартел";Вологодская обл.;Вологодская область;7701725181;2025-05-01 12:46:22
0;996;5140000;5159999;20000;5;mg;ООО "Скартел";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;5160000;5179999;20000;2;mg;ООО "Скартел";Ивановская обл.;Ивановская область;7701725181;2025-05-01 12:46:22
0;996;5180000;5199999;20000;2;mg;ООО "СКАРТЕЛ";Чувашская Республика - Чувашия;Чувашская Республика - Чувашия;7701725181;2025-05-01 12:46:22
0;996;5200000;5209999;10000;5;mg;ООО "СКАРТЕЛ";Забайкальский край;Забайкальский край;7701725181;2025-05-01 12:46:22
0;996;5210000;5229999;20000;3;mg;ООО "Скартел";Калининградская обл.;Калининградская область;7701725181;2025-05-01 12:46:22
0;996;5230000;5239999;10000;2;mg;ООО "Скартел";Калужская обл.;Калужская область;7701725181;2025-05-01 12:46:22
0;996;5240000;5249999;10000;4;mg;ООО "Скартел";Карачаево-Черкесская Республика;Карачаево-Черкесская Республика;7701725181;2025-05-01 12:46:22
0;996;5250000;5259999;10000;2;mg;ООО "СКАРТЕЛ";Нижегородская обл.;Нижегородская область;7701725181;2025-05-01 12:46:22
0;996;5260000;5269999;10000;3;mg;ООО "Скартел";Ульяновская обл.;Ульяновская область;7701725181;2025-05-01 12:46:22
0;996;5270000;5289999;20000;4;mg;ООО "Скартел";Кемеровская обл.;Кемеровская область - Кузбасс;7701725181;2025-05-01 12:46:22
0;996;5290000;5299999;10000;3;mg;ООО "Скартел";Кировская обл.;Кировская область;7701725181;2025-05-01 12:46:22
0;996;5300000;5309999;10000;2;mg;ООО "Скартел";Костромская обл.;Костромская область;7701725181;2025-05-01 12:46:22
0;996;5310000;5379999;70000;3;mg;ООО "Скартел";Краснодарский край;Краснодарский край;7701725181;2025-05-01 12:46:22
0;996;5380000;5389999;10000;5;mg;ООО "Скартел";Красноярский край;Красноярский край;7701725181;2025-05-01 12:46:22
0;996;5390000;5399999;10000;3;mg;ООО "СКАРТЕЛ";Ростовская обл.;Ростовская область;7701725181;2025-05-01 12:46:22
0;996;5400000;5429999;30000;5;mg;ООО "Скартел";Красноярский край;Красноярский край;7701725181;2025-05-01 12:46:22
0;996;5430000;5569999;140000;4;mg;ООО "Скартел";Новосибирская обл.;Новосибирская область;7701725181;2025-05-01 12:46:22
0;996;5570000;5589999;20000;4;mg;ООО "Скартел";Курганская обл.;Курганская область;7701725181;2025-05-01 12:46:22
0;996;5590000;5599999;10000;6;mg;ООО "Скартел";Магаданская обл.;Магаданская область;7701725181;2025-05-01 12:46:22
0;996;5600000;5629999;30000;4;mg;ООО "Скартел";Мурманская обл.;Мурманская область;7701725181;2025-05-01 12:46:22
0;996;5630000;5679999;50000;2;mg;ООО "Скартел";Нижегородская обл.;Нижегородская область;7701725181;2025-05-01 12:46:22
0;996;5680000;5699999;20000;2;mg;ООО "Скартел";Новгородская обл.;Новгородская область;7701725181;2025-05-01 12:46:22
0;996;5700000;5709999;10000;4;mg;ООО "Скартел";Омская обл.;Омская область;7701725181;2025-05-01 12:46:22
0;996;5710000;5729999;20000;4;mg;ООО "Скартел";Оренбургская обл.;Оренбургская область;7701725181;2025-05-01 12:46:22
0;996;5730000;5739999;10000;3;mg;ООО "СКАРТЕЛ";Саратовская обл.;Саратовская область;7701725181;2025-05-01 12:46:22
0;996;5740000;5749999;10000;2;mg;ООО "Скартел";Пензенская обл.;Пензенская область;7701725181;2025-05-01 12:46:22
0;996;5750000;5769999;20000;3;mg;ООО "Скартел";Пермский край;Пермский край;7701725181;2025-05-01 12:46:22
0;996;5770000;5789999;20000;4;mg;ООО "Скартел";Республика Северная Осетия - Алания;Республика Северная Осетия - Алания;7701725181;2025-05-01 12:46:22
0;996;5790000;5829999;40000;3;mg;ООО "Скартел";Республика Башкортостан;Республика Башкортостан;7701725181;2025-05-01 12:46:22
0;996;5830000;5849999;20000;5;mg;ООО "Скартел";Республика Бурятия;Республика Бурятия;7701725181;2025-05-01 12:46:22
0;996;5850000;5869999;20000;4;mg;ООО "Скартел";Республика Дагестан;Республика Дагестан;7701725181;2025-05-01 12:46:22
0;996;5870000;5879999;10000;4;mg;ООО "Скартел";Республика Ингушетия;Республика Ингушетия;7701725181;2025-05-01 12:46:22
0;996;5880000;5889999;10000;3;mg;ООО "Скартел";Республика Калмыкия;Республика Калмыкия;7701725181;2025-05-01 12:46:22
0;996;5890000;5909999;20000;3;mg;ООО "Скартел";Республика Коми;Республика Коми;7701725181;2025-05-01 12:46:22
0;996;5910000;6009999;100000;4;mg;ООО "Скартел";Свердловская обл.;Свердловская область;7701725181;2025-05-01 12:46:22
0;996;6010000;6019999;10000;2;mg;ООО "Скартел";Республика Мордовия;Республика Мордовия;7701725181;2025-05-01 12:46:22
0;996;6020000;6029999;10000;5;mg;ООО "Скартел";Республика Саха /Якутия/;Республика Саха (Якутия);7701725181;2025-05-01 12:46:22
0;996;6030000;6049999;20000;2;mg;ООО "СКАРТЕЛ";Чувашская Республика - Чувашия;Чувашская Республика - Чувашия;7701725181;2025-05-01 12:46:22
0;996;6050000;6089999;40000;3;mg;ООО "Скартел";Республика Татарстан;Республика Татарстан;7701725181;2025-05-01 12:46:22
0;996;6090000;6099999;10000;5;mg;ООО "Скартел";Республика Тыва;Республика Тыва;7701725181;2025-05-01 12:46:22
